age_group,year,sex,race_eth,deaths,crude.rate,cod
30-34 years,2015,Female,White,33,6.8,suicide
30-34 years,2015,Male,Black or African American,13,Unreliable,suicide
30-34 years,2015,Male,White,115,22.0,suicide
30-34 years,2016,Female,White,33,6.8,suicide
30-34 years,2016,Male,Black or African American,15,Unreliable,suicide
30-34 years,2016,Male,White,136,25.9,suicide
30-34 years,2017,Female,White,34,6.9,suicide
30-34 years,2017,Male,Black or African American,21,23.0,suicide
30-34 years,2017,Male,White,131,24.7,suicide
35-39 years,1999,Female,White,56,8.1,suicide
35-39 years,1999,Male,Black or African American,17,Unreliable,suicide
35-39 years,1999,Male,White,175,24.3,suicide
35-39 years,2000,Female,White,44,6.5,suicide
35-39 years,2000,Male,Black or African American,14,Unreliable,suicide
35-39 years,2000,Male,White,152,21.7,suicide
35-39 years,2001,Female,White,25,3.9,suicide
35-39 years,2001,Male,Black or African American,19,Unreliable,suicide
35-39 years,2001,Male,White,150,22.5,suicide
35-39 years,2002,Female,White,42,6.9,suicide
35-39 years,2002,Male,Black or African American,15,Unreliable,suicide
35-39 years,2002,Male,White,140,22.0,suicide
35-39 years,2003,Female,White,54,9.3,suicide
35-39 years,2003,Male,Black or African American,11,Unreliable,suicide
35-39 years,2003,Male,White,158,26.0,suicide
35-39 years,2004,Female,White,41,7.4,suicide
35-39 years,2004,Male,Black or African American,10,Unreliable,suicide
35-39 years,2004,Male,White,134,23.0,suicide
35-39 years,2005,Female,White,45,8.3,suicide
35-39 years,2005,Male,Black or African American,12,Unreliable,suicide
35-39 years,2005,Male,White,147,25.9,suicide
35-39 years,2006,Female,White,49,9.2,suicide
35-39 years,2006,Male,Black or African American,12,Unreliable,suicide
35-39 years,2006,Male,White,147,26.4,suicide
35-39 years,2007,Female,White,37,7.2,suicide
35-39 years,2007,Male,Black or African American,15,Unreliable,suicide
35-39 years,2007,Male,White,157,29.1,suicide
35-39 years,2008,Female,White,38,7.7,suicide
35-39 years,2008,Male,Black or African American,11,Unreliable,suicide
35-39 years,2008,Male,White,146,28.2,suicide
35-39 years,2009,Female,White,49,10.5,suicide
35-39 years,2009,Male,Black or African American,11,Unreliable,suicide
35-39 years,2009,Male,White,120,24.3,suicide
35-39 years,2010,Female,White,54,12.1,suicide
35-39 years,2010,Male,White,134,28.3,suicide
35-39 years,2011,Female,White,36,8.5,suicide
35-39 years,2011,Male,Black or African American,10,Unreliable,suicide
35-39 years,2011,Male,White,116,25.8,suicide
35-39 years,2012,Female,White,36,8.6,suicide
35-39 years,2012,Male,Black or African American,11,Unreliable,suicide
35-39 years,2012,Male,White,127,28.5,suicide
35-39 years,2013,Female,White,40,9.5,suicide
35-39 years,2013,Male,Black or African American,11,Unreliable,suicide
35-39 years,2013,Male,White,116,25.8,suicide
35-39 years,2014,Female,White,39,9.1,suicide
35-39 years,2014,Male,White,126,27.6,suicide
35-39 years,2015,Female,White,45,10.3,suicide
35-39 years,2015,Male,Black or African American,13,Unreliable,suicide
35-39 years,2015,Male,White,138,29.5,suicide
35-39 years,2016,Female,White,39,8.7,suicide
35-39 years,2016,Male,Black or African American,13,Unreliable,suicide
35-39 years,2016,Male,White,137,28.6,suicide
35-39 years,2017,Female,White,22,4.8,suicide
35-39 years,2017,Male,Black or African American,22,27.0,suicide
35-39 years,2017,Male,White,132,26.9,suicide
40-44 years,1999,Female,White,71,10.2,suicide
40-44 years,1999,Male,Black or African American,12,Unreliable,suicide
40-44 years,1999,Male,White,166,23.0,suicide
40-44 years,2000,Female,White,59,8.4,suicide
40-44 years,2000,Male,Black or African American,14,Unreliable,suicide
40-44 years,2000,Male,White,194,26.8,suicide
40-44 years,2001,Female,White,48,6.9,suicide
40-44 years,2001,Male,White,156,21.5,suicide
40-44 years,2002,Female,White,63,9.1,suicide
40-44 years,2002,Male,Black or African American,16,Unreliable,suicide
40-44 years,2002,Male,White,198,27.6,suicide
40-44 years,2003,Female,White,63,9.3,suicide
40-44 years,2003,Male,Black or African American,10,Unreliable,suicide
40-44 years,2003,Male,White,219,31.1,suicide
40-44 years,2004,Female,White,69,10.4,suicide
40-44 years,2004,Male,White,205,29.7,suicide
40-44 years,2005,Female,White,61,9.5,suicide
40-44 years,2005,Male,Black or African American,11,Unreliable,suicide
40-44 years,2005,Male,White,156,23.5,suicide
40-44 years,2006,Female,White,55,9.1,suicide
40-44 years,2006,Male,Black or African American,10,Unreliable,suicide
40-44 years,2006,Male,White,170,27.0,suicide
40-44 years,2007,Female,White,73,12.7,suicide
40-44 years,2007,Male,Black or African American,13,Unreliable,suicide
40-44 years,2007,Male,White,163,27.4,suicide
40-44 years,2008,Female,White,70,12.8,suicide
40-44 years,2008,Male,Black or African American,14,Unreliable,suicide
40-44 years,2008,Male,White,181,31.9,suicide
40-44 years,2009,Female,White,62,11.9,suicide
40-44 years,2009,Male,White,171,31.4,suicide
40-44 years,2010,Female,White,50,9.7,suicide
40-44 years,2010,Male,Black or African American,17,Unreliable,suicide
40-44 years,2010,Male,White,144,26.9,suicide
40-44 years,2011,Female,White,69,13.6,suicide
40-44 years,2011,Male,Black or African American,11,Unreliable,suicide
40-44 years,2011,Male,White,169,31.9,suicide
40-44 years,2012,Female,White,56,11.3,suicide
40-44 years,2012,Male,Black or African American,12,Unreliable,suicide
40-44 years,2012,Male,White,168,32.3,suicide
40-44 years,2013,Female,White,53,11.0,suicide
40-44 years,2013,Male,Black or African American,11,Unreliable,suicide
40-44 years,2013,Male,White,163,32.4,suicide
40-44 years,2014,Female,White,54,11.8,suicide
40-44 years,2014,Male,White,141,29.1,suicide
40-44 years,2015,Female,White,64,14.7,suicide
40-44 years,2015,Male,Black or African American,14,Unreliable,suicide
40-44 years,2015,Male,White,126,27.3,suicide
40-44 years,2016,Female,White,45,10.8,suicide
40-44 years,2016,Male,White,128,28.9,suicide
40-44 years,2017,Female,White,53,12.9,suicide
40-44 years,2017,Male,White,131,29.9,suicide
45-49 years,1999,Female,White,82,12.6,suicide
45-49 years,1999,Male,Black or African American,10,Unreliable,suicide
45-49 years,1999,Male,White,191,29.1,suicide
45-49 years,2000,Female,White,61,9.2,suicide
45-49 years,2000,Male,White,165,24.8,suicide
45-49 years,2001,Female,White,44,6.6,suicide
45-49 years,2001,Male,Black or African American,10,Unreliable,suicide
45-49 years,2001,Male,White,179,26.5,suicide
45-49 years,2002,Female,White,77,11.4,suicide
45-49 years,2002,Male,Black or African American,11,Unreliable,suicide
45-49 years,2002,Male,White,181,26.4,suicide
45-49 years,2003,Female,White,70,10.3,suicide
45-49 years,2003,Male,White,207,29.9,suicide
45-49 years,2004,Female,White,88,13.0,suicide
45-49 years,2004,Male,Black or African American,12,Unreliable,suicide
45-49 years,2004,Male,White,189,27.3,suicide
45-49 years,2005,Female,White,85,12.7,suicide
45-49 years,2005,Male,White,207,30.0,suicide
45-49 years,2006,Female,White,91,13.7,suicide
45-49 years,2006,Male,Black or African American,11,Unreliable,suicide
45-49 years,2006,Male,White,211,30.7,suicide
45-49 years,2007,Female,White,89,13.6,suicide
45-49 years,2007,Male,Black or African American,15,Unreliable,suicide
45-49 years,2007,Male,White,247,36.6,suicide
45-49 years,2008,Female,White,94,14.7,suicide
45-49 years,2008,Male,Black or African American,17,Unreliable,suicide
45-49 years,2008,Male,White,245,37.1,suicide
45-49 years,2009,Female,White,88,14.0,suicide
45-49 years,2009,Male,Black or African American,10,Unreliable,suicide
45-49 years,2009,Male,White,260,40.1,suicide
45-49 years,2010,Female,White,69,11.2,suicide
45-49 years,2010,Male,Black or African American,14,Unreliable,suicide
45-49 years,2010,Male,White,247,39.1,suicide
45-49 years,2011,Female,White,83,14.3,suicide
45-49 years,2011,Male,White,219,36.7,suicide
45-49 years,2012,Female,White,67,12.1,suicide
45-49 years,2012,Male,Black or African American,11,Unreliable,suicide
45-49 years,2012,Male,White,202,35.3,suicide
45-49 years,2013,Female,White,72,13.6,suicide
45-49 years,2013,Male,White,174,31.7,suicide
45-49 years,2014,Female,White,75,14.6,suicide
45-49 years,2014,Male,Black or African American,12,Unreliable,suicide
45-49 years,2014,Male,White,225,42.4,suicide
45-49 years,2015,Female,White,67,13.3,suicide
45-49 years,2015,Male,Black or African American,15,Unreliable,suicide
45-49 years,2015,Male,White,182,34.8,suicide
45-49 years,2016,Female,White,70,14.0,suicide
45-49 years,2016,Male,Black or African American,10,Unreliable,suicide
45-49 years,2016,Male,White,164,31.6,suicide
45-49 years,2017,Female,White,65,13.4,suicide
45-49 years,2017,Male,Black or African American,11,Unreliable,suicide
45-49 years,2017,Male,White,188,37.2,suicide
50-54 years,1999,Female,White,46,7.7,suicide
50-54 years,1999,Male,White,176,29.7,suicide
50-54 years,2000,Female,White,56,9.1,suicide
50-54 years,2000,Male,White,153,25.0,suicide
50-54 years,2001,Female,White,50,7.8,suicide
50-54 years,2001,Male,White,139,21.8,suicide
50-54 years,2002,Female,White,52,8.3,suicide
50-54 years,2002,Male,White,178,28.6,suicide
50-54 years,2003,Female,White,78,12.4,suicide
50-54 years,2003,Male,White,219,35.0,suicide
50-54 years,2004,Female,White,84,13.2,suicide
50-54 years,2004,Male,White,180,28.5,suicide
50-54 years,2005,Female,White,71,11.1,suicide
50-54 years,2005,Male,White,205,32.2,suicide
50-54 years,2006,Female,White,77,12.1,suicide
50-54 years,2006,Male,Black or African American,11,Unreliable,suicide
50-54 years,2006,Male,White,235,36.6,suicide
50-54 years,2007,Female,White,94,14.6,suicide
50-54 years,2007,Male,Black or African American,10,Unreliable,suicide
50-54 years,2007,Male,White,242,37.3,suicide
50-54 years,2008,Female,White,82,12.7,suicide
50-54 years,2008,Male,Black or African American,11,Unreliable,suicide
50-54 years,2008,Male,White,251,38.3,suicide
50-54 years,2009,Female,White,132,20.5,suicide
50-54 years,2009,Male,White,277,42.3,suicide
50-54 years,2010,Female,White,105,16.2,suicide
50-54 years,2010,Male,Black or African American,11,Unreliable,suicide
50-54 years,2010,Male,White,247,37.5,suicide
50-54 years,2011,Female,White,108,16.8,suicide
50-54 years,2011,Male,Black or African American,14,Unreliable,suicide
50-54 years,2011,Male,White,272,41.4,suicide
50-54 years,2012,Female,White,83,13.0,suicide
50-54 years,2012,Male,Black or African American,16,Unreliable,suicide
50-54 years,2012,Male,White,252,38.8,suicide
50-54 years,2013,Female,White,99,15.8,suicide
50-54 years,2013,Male,Black or African American,15,Unreliable,suicide
50-54 years,2013,Male,White,258,40.5,suicide
50-54 years,2014,Female,White,103,16.7,suicide
50-54 years,2014,Male,Black or African American,14,Unreliable,suicide
50-54 years,2014,Male,White,265,42.4,suicide
50-54 years,2015,Female,White,97,16.3,suicide
50-54 years,2015,Male,White,227,37.6,suicide
50-54 years,2016,Female,White,86,15.2,suicide
50-54 years,2016,Male,White,239,41.5,suicide
50-54 years,2017,Female,White,73,13.5,suicide
50-54 years,2017,Male,Black or African American,16,Unreliable,suicide
50-54 years,2017,Male,White,203,36.8,suicide
55-59 years,1999,Female,White,35,7.7,suicide
55-59 years,1999,Male,White,114,25.7,suicide
55-59 years,2000,Female,White,32,6.8,suicide
55-59 years,2000,Male,White,120,26.2,suicide
55-59 years,2001,Female,White,31,6.4,suicide
55-59 years,2001,Male,White,141,29.6,suicide
55-59 years,2002,Female,White,63,11.9,suicide
55-59 years,2002,Male,White,157,30.2,suicide
55-59 years,2003,Female,White,58,10.6,suicide
55-59 years,2003,Male,White,157,29.1,suicide
55-59 years,2004,Female,White,59,10.4,suicide
55-59 years,2004,Male,White,155,27.8,suicide
55-59 years,2005,Female,White,56,9.5,suicide
55-59 years,2005,Male,White,159,27.5,suicide
55-59 years,2006,Female,White,63,10.4,suicide
55-59 years,2006,Male,White,168,28.3,suicide
55-59 years,2007,Female,White,95,16.2,suicide
55-59 years,2007,Male,White,197,34.1,suicide
55-59 years,2008,Female,White,81,13.7,suicide
55-59 years,2008,Male,White,247,42.4,suicide
55-59 years,2009,Female,White,70,11.6,suicide
55-59 years,2009,Male,White,256,43.2,suicide
55-59 years,2010,Female,White,79,13.0,suicide
55-59 years,2010,Male,Black or African American,11,Unreliable,suicide
55-59 years,2010,Male,White,274,45.8,suicide
55-59 years,2011,Female,White,83,13.5,suicide
55-59 years,2011,Male,White,264,43.4,suicide
55-59 years,2012,Female,White,88,14.1,suicide
55-59 years,2012,Male,White,280,45.3,suicide
55-59 years,2013,Female,White,92,14.7,suicide
55-59 years,2013,Male,White,250,40.1,suicide
55-59 years,2014,Female,White,88,14.1,suicide
55-59 years,2014,Male,White,259,41.5,suicide
55-59 years,2015,Female,White,74,11.9,suicide
55-59 years,2015,Male,Black or African American,11,Unreliable,suicide
55-59 years,2015,Male,White,267,42.7,suicide
55-59 years,2016,Female,White,90,14.5,suicide
55-59 years,2016,Male,White,241,38.7,suicide
55-59 years,2017,Female,White,73,12.0,suicide
55-59 years,2017,Male,Black or African American,10,Unreliable,suicide
55-59 years,2017,Male,White,227,37.1,suicide
60-64 years ,1999,Female,White,19,Unreliable,suicide
60-64 years ,1999,Male,White,83,24.1,suicide
60-64 years ,2000,Female,White,37,10.0,suicide
60-64 years ,2000,Male,White,76,21.8,suicide
60-64 years ,2001,Female,White,23,6.1,suicide
60-64 years ,2001,Male,White,82,22.8,suicide
60-64 years ,2002,Female,White,29,7.4,suicide
60-64 years ,2002,Male,White,116,31.2,suicide
60-64 years ,2003,Female,White,34,8.2,suicide
60-64 years ,2003,Male,White,95,24.2,suicide
60-64 years ,2004,Female,White,34,7.9,suicide
60-64 years ,2004,Male,White,122,29.9,suicide
60-64 years ,2005,Female,White,40,9.1,suicide
60-64 years ,2005,Male,White,99,23.6,suicide
60-64 years ,2006,Female,White,41,9.1,suicide
60-64 years ,2006,Male,White,127,29.4,suicide
60-64 years ,2007,Female,White,55,11.2,suicide
60-64 years ,2007,Male,White,155,32.8,suicide
60-64 years ,2008,Female,White,50,9.9,suicide
60-64 years ,2008,Male,White,178,36.4,suicide
60-64 years ,2009,Female,White,50,9.4,suicide
60-64 years ,2009,Male,White,188,36.8,suicide
60-64 years ,2010,Female,White,67,12.2,suicide
60-64 years ,2010,Male,White,199,37.6,suicide
60-64 years ,2011,Female,White,69,12.1,suicide
60-64 years ,2011,Male,White,174,31.6,suicide
60-64 years ,2012,Female,White,63,11.2,suicide
60-64 years ,2012,Male,White,186,34.4,suicide
60-64 years ,2013,Female,White,85,15.0,suicide
60-64 years ,2013,Male,White,203,37.4,suicide
60-64 years ,2014,Female,White,82,14.3,suicide
60-64 years ,2014,Male,White,220,40.0,suicide
60-64 years ,2015,Female,White,77,13.3,suicide
60-64 years ,2015,Male,White,188,33.7,suicide
60-64 years ,2016,Female,White,84,14.4,suicide
60-64 years ,2016,Male,White,187,33.2,suicide
60-64 years ,2017,Female,White,75,12.7,suicide
60-64 years ,2017,Male,White,204,35.8,suicide
65-69 years,1999,Female,White,20,5.9,suicide
65-69 years,1999,Male,White,82,26.8,suicide
65-69 years,2000,Female,White,15,Unreliable,suicide
65-69 years,2000,Male,White,79,26.2,suicide
65-69 years,2001,Female,White,16,Unreliable,suicide
65-69 years,2001,Male,White,87,29.1,suicide
65-69 years,2002,Female,White,14,Unreliable,suicide
65-69 years,2002,Male,White,76,25.4,suicide
65-69 years,2003,Female,White,26,7.8,suicide
65-69 years,2003,Male,White,88,28.9,suicide
65-69 years,2004,Female,White,18,Unreliable,suicide
65-69 years,2004,Male,White,75,24.3,suicide
65-69 years,2005,Female,White,30,8.8,suicide
65-69 years,2005,Male,White,75,24.0,suicide
65-69 years,2006,Female,White,30,8.7,suicide
65-69 years,2006,Male,White,90,28.4,suicide
65-69 years,2007,Female,White,18,Unreliable,suicide
65-69 years,2007,Male,White,96,29.2,suicide
65-69 years,2008,Female,White,29,7.6,suicide
65-69 years,2008,Male,White,92,26.3,suicide
65-69 years,2009,Female,White,37,9.3,suicide
65-69 years,2009,Male,White,113,30.9,suicide
65-69 years,2010,Female,White,47,11.5,suicide
65-69 years,2010,Male,White,112,29.7,suicide
65-69 years,2011,Female,White,51,12.1,suicide
65-69 years,2011,Male,White,133,33.8,suicide
65-69 years,2012,Female,White,33,7.1,suicide
65-69 years,2012,Male,White,133,30.7,suicide
65-69 years,2013,Female,White,44,9.1,suicide
65-69 years,2013,Male,White,147,32.5,suicide
65-69 years,2014,Female,White,57,11.4,suicide
65-69 years,2014,Male,White,140,29.9,suicide
65-69 years,2015,Female,White,56,10.8,suicide
65-69 years,2015,Male,White,160,33.0,suicide
65-69 years,2016,Female,White,54,10.1,suicide
65-69 years,2016,Male,White,172,34.5,suicide
65-69 years,2017,Female,White,49,9.4,suicide
65-69 years,2017,Male,White,154,31.7,suicide
70-74 years,1999,Female,White,24,6.9,suicide
70-74 years,1999,Male,White,110,39.4,suicide
70-74 years,2000,Female,White,19,Unreliable,suicide
70-74 years,2000,Male,White,95,34.4,suicide
70-74 years,2001,Female,White,10,Unreliable,suicide
70-74 years,2001,Male,White,84,30.5,suicide
70-74 years,2002,Female,White,23,7.2,suicide
70-74 years,2002,Male,White,99,36.3,suicide
70-74 years,2003,Female,White,19,Unreliable,suicide
70-74 years,2003,Male,White,80,29.8,suicide
70-74 years,2004,Female,White,27,8.8,suicide
70-74 years,2004,Male,White,85,32.1,suicide
70-74 years,2005,Female,White,17,Unreliable,suicide
70-74 years,2005,Male,White,89,34.1,suicide
70-74 years,2006,Female,White,11,Unreliable,suicide
70-74 years,2006,Male,White,68,26.6,suicide
70-74 years,2007,Female,White,14,Unreliable,suicide
70-74 years,2007,Male,White,57,22.3,suicide
70-74 years,2008,Female,White,30,10.0,suicide
70-74 years,2008,Male,White,95,36.4,suicide
70-74 years,2009,Female,White,19,Unreliable,suicide
70-74 years,2009,Male,White,88,32.9,suicide
70-74 years,2010,Female,White,17,Unreliable,suicide
70-74 years,2010,Male,White,97,35.8,suicide
70-74 years,2011,Female,White,19,Unreliable,suicide
70-74 years,2011,Male,White,99,35.3,suicide
70-74 years,2012,Female,White,18,Unreliable,suicide
70-74 years,2012,Male,White,103,35.3,suicide
70-74 years,2013,Female,White,28,7.9,suicide
70-74 years,2013,Male,White,103,32.9,suicide
70-74 years,2014,Female,White,33,9.0,suicide
70-74 years,2014,Male,White,123,37.7,suicide
70-74 years,2015,Female,White,30,7.8,suicide
70-74 years,2015,Male,White,114,33.4,suicide
